SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,PSP-Alexandrium_spp.CellsL-1,DSP-DinophysiaceaeCellsL-1,DSP-ProrocentrumLimaCellsL-1,ASP-Pseudo-nitzschia_spp.CellsL-1,YessotoxinLingulodiniumPolyedrumCellsL-1,YessotoxinProtoceratiumReticulatumCellsL-1,VenerupinProrocentrumCordatumCellsL-1
746/22,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,26/09/2022,ND,ND,ND,ND,ND,ND,ND
747/22,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,25/09/2022,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
748/22,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,26/09/2022,ND,ND,ND,ND,ND,ND,ND
749/22,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,26/09/2022,ND,200,ND,29600,ND,ND,ND
750/22,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,26/09/2022,ND,ND,ND,24400,ND,ND,ND
751/22,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,27/09/2022,ND,ND,ND,ND,ND,ND,ND
752/22,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,27/09/2022,ND,ND,ND,ND,ND,ND,ND
753/22,The Thames,B16BR,London PHA,TQ93798271,Phoenix,27/09/2022,ND,ND,ND,600,ND,ND,ND
754/22,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,27/09/2022,ND,ND,ND,5600,ND,ND,ND
755/22,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,27/09/2022,ND,ND,ND,1120,ND,ND,ND
756/22,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,26/09/2022,ND,40,ND,280,ND,ND,ND
757/22,Brixham,B082C,Torbay BC,SX93996191,Torquay Mussels NW,26/09/2022,ND,ND,ND,360,ND,ND,ND
758/22,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,28/09/2022,ND,ND,ND,ND,ND,ND,ND
759/22,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,28/09/2022,ND,ND,ND,500,ND,ND,ND
760/22,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,28/09/2022,ND,ND,ND,400,ND,ND,ND
761/22,Fal (Lower),B33BW,Cornwall PHA,SW83663789,East Bank North,28/09/2022,ND,ND,ND,ND,ND,ND,ND
762/22,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,28/09/2022,ND,ND,ND,200,ND,ND,ND
763/22,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,28/09/2022,ND,ND,ND,5880,ND,ND,ND
764/22,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,28/09/2022,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
765/22,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,28/09/2022,ND,ND,ND,4000,ND,ND,ND
766/22,Porlock Relay,B094E,Somerset West and Taunton Council,SS87184778,Porlock Relay,28/09/2022,ND,ND,ND,ND,ND,ND,ND
767/22,Dart,B028B,South Hams DC,SX87415599,Waddeton,28/09/2022,ND,ND,ND,680,ND,ND,ND
768/22,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,27/09/2022,ND,ND,ND,20480,ND,ND,ND
769/22,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,29/09/2022,ND,ND,ND,ND,ND,ND,ND
770/22,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,29/09/2022,ND,ND,ND,ND,ND,ND,ND
772/22,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,29/09/2022,ND,200,ND,ND,ND,ND,ND
773/22,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,29/09/2022,ND,ND,ND,ND,ND,ND,ND
774/22,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,29/09/2022,ND,ND,ND,ND,ND,ND,ND
775/22,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,29/09/2022,ND,ND,ND,160,ND,ND,ND
776/22,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,03/10/2022,ND,ND,ND,800,ND,ND,ND
777/22,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,03/10/2022,ND,ND,ND,13440,ND,ND,ND
778/22,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,03/10/2022,ND,ND,ND,400,ND,ND,ND
779/22,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,04/10/2022,ND,ND,ND,ND,ND,ND,ND
780/22,Swale,B076P,Swale BC,TR01316497,The Causeway,03/10/2022,ND,ND,ND,400,ND,ND,ND
781/22,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,04/10/2022,ND,ND,ND,240,ND,ND,ND
782/22,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,05/10/2022,ND,ND,ND,ND,ND,ND,ND
783/22,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,06/10/2022,ND,ND,ND,560,ND,ND,ND
784/22,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,10/10/2022,ND,ND,ND,1000,ND,ND,ND
785/22,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,10/10/2022,ND,ND,ND,6800,ND,ND,ND
786/22,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,10/10/2022,ND,ND,ND,600,ND,ND,ND
787/22,Roach,B73AF,London PHA,TQ94909207,Paglesham,10/10/2022,ND,ND,ND,ND,ND,ND,ND
788/22,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,10/10/2022,ND,ND,ND,ND,ND,ND,ND
789/22,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,09/10/2022,ND,ND,ND,ND,ND,ND,ND
790/22,Dart,B028P,South Hams DC,SX87945350,Long Wood South,10/10/2022,ND,ND,ND,1400,ND,ND,ND
791/22,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,10/10/2022,ND,ND,ND,ND,ND,ND,ND
792/22,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,10/10/2022,ND,ND,ND,700,ND,ND,ND
793/22,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,10/10/2022,ND,ND,ND,960,ND,ND,ND
794/22,Brixham,B082C,Torbay BC,SX93996191,Torquay Mussels NW,10/10/2022,ND,ND,ND,280,ND,ND,ND
795/22,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,10/10/2022,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
797/22,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,11/10/2022,ND,ND,ND,ND,ND,ND,ND
798/22,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,11/10/2022,ND,ND,ND,ND,ND,ND,ND
799/22,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,11/10/2022,ND,ND,ND,2600,ND,ND,ND
800/22,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,10/10/2022,ND,ND,ND,560,ND,ND,ND
801/22,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,11/10/2022,ND,ND,ND,400,ND,ND,ND
802/22,Porlock Relay,B094E,Somerset West and Taunton Council,SS87184778,Porlock Relay,11/10/2022,ND,ND,ND,ND,ND,ND,ND
803/22,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,11/10/2022,ND,ND,ND,960,ND,ND,ND
804/22,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,10/10/2022,ND,40,ND,1800,ND,ND,ND
805/22,The Wash,B003V,Boston BC,TF44234098,Toft,11/10/2022,ND,ND,ND,ND,ND,ND,ND
806/22,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,11/10/2022,ND,ND,ND,ND,ND,ND,ND
807/22,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,11/10/2022,ND,ND,ND,ND,ND,ND,ND
808/22,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,12/10/2022,ND,ND,ND,ND,ND,ND,ND
809/22,Anglesey East,B104A,Ynys Mon CC,SH67528109,Anglesey Mussels,13/10/2022,ND,ND,ND,2800,ND,ND,ND
810/22,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,17/10/2022,ND,ND,ND,ND,ND,ND,ND
811/22,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,17/10/2022,ND,ND,ND,ND,ND,ND,ND
812/22,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,17/10/2022,ND,ND,ND,ND,ND,ND,ND
813/22,Fal (Lower),B33BW,Cornwall PHA,SW83663789,East Bank North,17/10/2022,ND,ND,ND,80,ND,ND,ND
814/22,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,17/10/2022,ND,ND,ND,ND,ND,ND,ND
815/22,Blackwater,B14AE,Maldon DC,TL89310707,Off Recycling Centre,17/10/2022,ND,ND,ND,ND,ND,ND,ND
816/22,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,17/10/2022,ND,ND,ND,ND,ND,ND,ND
817/22,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,18/10/2022,ND,ND,ND,ND,ND,ND,ND
818/22,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,18/10/2022,ND,ND,ND,80,ND,ND,ND
819/22,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,18/10/2022,ND,ND,ND,3400,ND,ND,ND
820/22,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,18/10/2022,ND,ND,ND,800,ND,ND,ND
821/22,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,18/10/2022,ND,ND,ND,280,ND,ND,ND
823/22,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,19/10/2022,ND,ND,ND,ND,ND,ND,ND
824/22,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,19/10/2022,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
825/22,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,19/10/2022,ND,ND,ND,ND,ND,ND,ND
826/22,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,20/10/2022,ND,ND,ND,ND,ND,ND,ND
827/22,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,24/10/2022,ND,ND,ND,ND,ND,ND,ND
828/22,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,26/10/2022,ND,ND,ND,ND,ND,ND,ND
829/22,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,26/10/2022,ND,ND,ND,9600,ND,ND,ND
830/22,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,26/10/2022,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
831/22,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,25/10/2022,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
833/22,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,25/10/2022,ND,ND,ND,2080,ND,ND,ND
834/22,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,25/10/2022,ND,ND,ND,ND,ND,ND,ND
835/22,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,25/10/2022,ND,ND,ND,ND,ND,ND,ND
836/22,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,31/10/2022,ND,ND,ND,ND,ND,ND,ND
838/22,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,01/11/2022,ND,ND,ND,ND,ND,ND,ND
839/22,Taw/Torridge,B036V,Torridge DC,SS46403160,Neck Gut 1,01/11/2022,ND,ND,ND,ND,ND,ND,ND
840/22,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,03/11/2022,ND,ND,ND,ND,ND,ND,ND
841/22,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,03/11/2022,ND,ND,ND,160,ND,ND,ND
842/22,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,03/11/2022,ND,40,ND,360,ND,40,40
843/22,Roach,B73AF,London PHA,TQ94909207,Paglesham,07/11/2022,ND,ND,ND,ND,ND,ND,ND
844/22,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,06/11/2022,ND,ND,ND,80,ND,ND,ND
845/22,Dart,B028B,South Hams DC,SX87415599,Waddeton,07/11/2022,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
846/22,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,08/11/2022,ND,ND,ND,ND,ND,ND,ND
847/22,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,08/11/2022,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
848/22,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,07/11/2022,ND,ND,ND,ND,ND,ND,ND
849/22,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,09/11/2022,ND,ND,ND,ND,ND,ND,ND
850/22,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,09/11/2022,ND,ND,ND,4000,ND,ND,ND
851/22,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,09/11/2022,ND,ND,ND,ND,ND,ND,ND
852/22,Porlock Relay,B094E,Somerset West and Taunton Council,SS87184778,Porlock Relay,09/11/2022,ND,ND,ND,ND,ND,ND,ND
853/22,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,07/11/2022,ND,ND,ND,ND,ND,ND,ND
854/22,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,10/11/2022,ND,ND,ND,400,ND,ND,ND
855/22,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,14/11/2022,ND,ND,ND,ND,ND,ND,ND
856/22,Fal (Lower),B33BW,Cornwall PHA,SW83663789,East Bank North,14/11/2022,ND,ND,ND,ND,ND,ND,ND
857/22,Fal (Lower),B33BG,Cornwall PHA,SW82803517,Mylor Pool,14/11/2022,ND,ND,ND,ND,ND,ND,ND
858/22,Fal (Upper),B033E,Cornwall PHA,SW85134212,Grimes Bar,14/11/2022,ND,ND,ND,ND,ND,ND,ND
859/22,Fal (Upper),B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,14/11/2022,ND,ND,ND,ND,ND,ND,ND
860/22,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,14/11/2022,ND,ND,ND,80,ND,ND,ND
861/22,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,14/11/2022,ND,ND,ND,700,ND,ND,ND
862/22,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,14/11/2022,ND,ND,ND,ND,ND,ND,ND
863/22,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,14/11/2022,ND,ND,ND,ND,ND,ND,ND
864/22,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,14/11/2022,ND,ND,ND,ND,ND,ND,ND
865/22,Swale,B076P,Swale BC,TR01316497,The Causeway,14/11/2022,ND,ND,ND,200,ND,ND,ND
866/22,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,14/11/2022,ND,ND,ND,ND,ND,ND,ND
867/22,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,15/11/2022,ND,ND,ND,80,ND,ND,ND
868/22,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,15/11/2022,ND,ND,ND,ND,ND,ND,ND
869/22,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,15/11/2022,ND,100,ND,ND,ND,ND,ND
870/22,Car y Mor,B097D,Pembrokeshire CC,SM72582343,Porthllishy,15/11/2022,ND,ND,ND,ND,ND,ND,ND
871/22,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,14/11/2022,ND,ND,ND,160,ND,ND,ND
872/22,Brixham,B082C,Torbay BC,SX93996191,Torquay Mussels NW,14/11/2022,ND,ND,ND,80,ND,ND,ND
873/22,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,14/11/2022,ND,ND,ND,80,ND,ND,ND
874/22,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,16/11/2022,ND,ND,ND,ND,ND,ND,ND
875/22,Blackwater,B14AE,Maldon DC,TL89310707,Off Recycling Centre,16/11/2022,ND,ND,ND,ND,ND,ND,ND
876/22,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,16/11/2022,ND,ND,ND,ND,ND,ND,ND
877/22,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,16/11/2022,200,ND,ND,ND,ND,ND,ND
878/22,Anglesey East,B104A,Ynys Mon CC,SH67528109,Anglesey Mussels,16/11/2022,ND,ND,ND,3640,ND,ND,ND
879/22,Dart,B028B,South Hams DC,SX87415599,Waddeton,21/11/2022,ND,ND,ND,ND,ND,ND,ND
880/22,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,22/11/2022,ND,ND,ND,400,ND,ND,ND
881/22,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,21/11/2022,ND,ND,ND,ND,ND,ND,ND
883/22,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,22/11/2022,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
884/22,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,22/11/2022,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
885/22,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,21/11/2022,ND,ND,ND,ND,ND,ND,ND
886/22,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,22/11/2022,ND,ND,ND,ND,ND,ND,ND
887/22,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,22/11/2022,ND,ND,ND,80,ND,ND,ND
888/22,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,22/11/2022,ND,ND,ND,500,ND,ND,ND
889/22,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,22/11/2022,ND,ND,ND,1600,ND,ND,ND
890/22,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,23/11/2022,ND,ND,ND,ND,ND,ND,ND
891/22,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,28/11/2022,ND,ND,ND,ND,ND,ND,ND
892/22,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,28/11/2022,ND,ND,ND,ND,ND,ND,ND
893/22,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,29/11/2022,ND,ND,ND,200,ND,ND,ND
894/22,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,29/11/2022,ND,ND,ND,ND,ND,ND,ND
896/22,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,30/11/2022,ND,ND,ND,ND,ND,ND,ND
897/22,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,05/12/2022,ND,ND,ND,ND,ND,ND,ND
898/22,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,05/12/2022,ND,ND,ND,ND,ND,ND,ND
899/22,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,30/11/2022,ND,ND,ND,160,ND,ND,ND
900/22,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,05/12/2022,ND,ND,ND,ND,ND,ND,ND
901/22,Taw/Torridge,B036V,Torridge DC,SS46403160,Neck Gut 1,05/12/2022,ND,ND,ND,ND,ND,ND,ND
902/22,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,06/12/2022,ND,ND,ND,ND,ND,ND,ND
903/22,Roach,B73AF,London PHA,TQ94909207,Paglesham,05/12/2022,ND,ND,ND,ND,ND,ND,ND
904/22,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,05/12/2022,ND,ND,ND,ND,ND,ND,ND
905/22,Porlock Relay,B094E,Somerset West and Taunton Council,SS87184778,Porlock Relay,05/12/2022,ND,ND,ND,ND,ND,ND,ND
906/22,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,05/12/2022,ND,ND,ND,ND,ND,ND,ND
907/22,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,05/12/2022,ND,ND,ND,ND,ND,ND,ND
908/22,Fal (Lower),B33BW,Cornwall PHA,SW83663789,East Bank North,05/12/2022,ND,ND,ND,ND,ND,ND,ND
909/22,Fal (Upper),B033E,Cornwall PHA,SW85134212,Grimes Bar,05/12/2022,ND,ND,ND,ND,ND,ND,ND
910/22,Fal (Lower),B33BG,Cornwall PHA,SW82803517,Mylor Pool,05/12/2022,ND,ND,ND,ND,ND,ND,ND
911/22,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,06/12/2022,ND,ND,ND,ND,ND,ND,ND
912/22,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,06/12/2022,ND,ND,ND,ND,ND,ND,ND
913/22,Fal (Upper),B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,05/12/2022,ND,ND,ND,ND,ND,ND,ND
914/22,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,06/12/2022,ND,ND,ND,ND,ND,ND,ND
915/22,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,06/12/2022,ND,ND,ND,1400,ND,ND,ND
916/22,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,05/12/2022,ND,ND,ND,ND,ND,ND,ND
917/22,Car y Mor,B097D,Pembrokeshire CC,SM72582343,Porthllishy,07/12/2022,ND,ND,ND,ND,ND,ND,80
918/22,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,06/12/2022,ND,ND,ND,ND,ND,ND,ND
919/22,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,07/12/2022,ND,ND,ND,ND,ND,ND,ND
920/22,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,07/12/2022,ND,ND,ND,ND,ND,ND,ND
921/22,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,06/12/2022,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
922/22,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,07/12/2022,ND,ND,ND,ND,ND,ND,ND
923/22,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,08/12/2022,ND,ND,ND,80,ND,ND,ND
924/22,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,08/12/2022,ND,ND,ND,600,ND,ND,ND
925/22,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,12/12/2022,ND,ND,ND,ND,ND,ND,ND
926/22,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,12/12/2022,ND,ND,ND,400,ND,ND,ND
927/22,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,12/12/2022,ND,ND,ND,ND,ND,ND,ND
928/22,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,12/12/2022,ND,ND,ND,ND,ND,ND,ND
929/22,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,12/12/2022,ND,ND,ND,280,ND,ND,ND
930/22,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,12/12/2022,ND,ND,ND,ND,ND,ND,ND
931/22,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,12/12/2022,ND,ND,ND,ND,ND,ND,ND
932/22,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,12/12/2022,ND,ND,ND,ND,ND,ND,ND
933/22,Brixham,B082C,Torbay BC,SX93996191,Torquay Mussels NW,12/12/2022,ND,40,ND,160,ND,ND,ND
934/22,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,12/12/2022,ND,ND,ND,ND,ND,ND,ND
935/22,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,13/12/2022,ND,ND,ND,ND,ND,ND,ND
936/22,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,12/12/2022,ND,ND,ND,ND,ND,ND,ND
937/22,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,13/12/2022,ND,ND,ND,ND,ND,ND,ND
939/22,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,13/12/2022,"Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency"
940/22,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,13/12/2022,"Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency"
941/22,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,13/12/2022,Not tested - arrived after sample window,Not tested - arrived after sample window,Not tested - arrived after sample window,Not tested - arrived after sample window,Not tested - arrived after sample window,Not tested - arrived after sample window,Not tested - arrived after sample window
942/22,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,12/12/2022,Not tested - arrived after sample window,Not tested - arrived after sample window,Not tested - arrived after sample window,Not tested - arrived after sample window,Not tested - arrived after sample window,Not tested - arrived after sample window,Not tested - arrived after sample window
