SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,SampleCollectionMethod,DateSampleCollected,DateSampleArrivedAtLowestoft,DateOfAnalysisAndResultsReported,PSP-Alexandrium_spp.CellsL-1,DSP-DinophysiaceaeCellsL-1,DSP-ProrocentrumLimaCellsL-1,ASP-Pseudo-nitzschia_spp.CellsL-1,YessotoxinLingulodiniumPolyedrumCellsL-1,YessotoxinProtoceratiumReticulatumCellsL-1,VenerupinProrocentrumCordatumCellsL-1,ActionRequired
429/19,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,POLE,2019-06-18,2019-06-19,2019-06-20,ND,ND,ND,324000,ND,ND,ND,Additional flesh and water samples requested
430/19,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,POLE,2019-06-17,2019-06-19,2019-06-20,ND,ND,40,1880,ND,ND,ND,
431/19,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,POLE,2019-06-18,2019-06-19,2019-06-20,ND,ND,ND,400,ND,ND,ND,
432/19,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,SURFACE,2019-06-18,2019-06-19,2019-06-20,ND,ND,ND,ND,ND,ND,ND,
433/19,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2019-06-18,2019-06-19,2019-06-20,ND,ND,ND,ND,ND,ND,ND,
434/19,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,SURFACE,2019-06-18,2019-06-19,2019-06-20,ND,120,ND,87720,ND,ND,240,Additional flesh and water samples requested
435/19,Three Rivers,UNKNOWN1,Carmarthenshire CC,SN39690647,Kidwelly Quay,SURFACE,2019-06-19,2019-06-20,2019-06-21,ND,ND,ND,ND,ND,ND,23760,
436/19,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2019-06-19,2019-06-20,2019-06-21,ND,ND,ND,4560,ND,ND,ND,
437/19,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,SURFACE,2019-06-19,2019-06-20,2019-06-21,ND,ND,ND,ND,ND,ND,ND,
438/19,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,POLE,2019-06-19,2019-06-20,2019-06-21,ND,ND,ND,ND,ND,ND,ND,
439/19,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2019-06-19,2019-06-21,2019-06-24,ND,ND,ND,ND,ND,ND,ND,
440/19,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2019-06-20,2019-06-21,2019-06-24,ND,ND,ND,80,ND,ND,ND,
441/19,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2019-06-24,2019-06-25,2019-06-26,ND,ND,ND,134000,ND,ND,ND,
442/19,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,POLE,2019-06-24,2019-06-25,2019-06-26,ND,40,ND,292000,ND,ND,ND,Additional flesh and water sample requested
443/19,St Austell Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,POLE,2019-06-24,2019-06-25,2019-06-26,ND,ND,ND,180000,ND,ND,ND,Additional flesh and water sample requested
444/19,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2019-06-24,2019-06-25,2019-06-26,ND,ND,ND,126000,ND,ND,ND,
445/19,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2019-06-24,2019-06-25,2019-06-26,ND,ND,ND,ND,ND,ND,ND,
446/19,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2019-06-24,2019-06-25,2019-06-26,ND,40,ND,153000,ND,ND,120,Additional flesh and water sample requested
447/19,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2019-06-24,2019-06-25,2019-06-26,ND,ND,ND,1400,ND,ND,ND,
448/19,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2019-06-24,2019-06-25,2019-06-26,160,ND,ND,183000,ND,ND,ND,Additional flesh and water sample requested
449/19,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,POLE,2019-06-25,2019-06-26,2019-06-27,ND,ND,ND,301000,ND,ND,ND,Additional flesh and water sample requested
450/19,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,POLE,2019-06-25,2019-06-26,2019-06-27,ND,ND,ND,86600,ND,ND,ND,
451/19,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2019-06-25,2019-06-26,2019-06-27,ND,ND,ND,136000,ND,ND,ND,
452/19,Lyme Bay,B090V,Dorset,SY45918886,Lyme Bay Ensis West,POLE,2019-06-25,2019-06-26,2019-06-27,ND,ND,ND,14200,ND,ND,ND,
453/19,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,POLE,2019-06-24,2019-06-26,2019-06-27,ND,ND,ND,ND,ND,ND,ND,
454/19,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2019-06-25,2019-06-26,2019-06-27,ND,ND,ND,520,ND,ND,ND,
455/19,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2019-06-25,2019-06-26,2019-06-27,ND,ND,ND,720,ND,ND,ND,
456/19,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2019-06-25,2019-06-26,2019-06-27,ND,ND,ND,7760,ND,ND,ND,
457/19,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2019-06-25,2019-06-26,2019-06-27,ND,ND,ND,8000,ND,ND,ND,
458/19,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2019-06-24,2019-06-26,2019-06-27,ND,80,ND,192000,ND,ND,ND,Additional flesh and water sample requested
459/19,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,POLE,2019-06-24,2019-06-26,2019-06-27,ND,ND,ND,52520,ND,ND,40,
460/19,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2019-06-25,2019-06-26,2019-06-27,40,ND,ND,480,ND,ND,ND,Additional flesh and water sample requested
461/19,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,SURFACE,2019-06-26,2019-06-27,2019-06-28,ND,ND,ND,ND,ND,ND,ND,
462/19,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2019-06-25,2019-06-27,2019-06-28,ND,ND,ND,ND,ND,ND,ND,
463/19,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,POLE,2019-06-27,2019-06-28,2019-07-01,ND,ND,ND,ND,ND,ND,ND,
465/19,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,POLE,2019-06-27,2019-06-28,2019-07-01,"NOT TESTED, SUBMITTED OUTSIDE ROUTINE TESTING FREQUENCY",,,,,,,
466/19,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2019-07-01,2019-07-02,2019-07-03,ND,ND,ND,280,ND,ND,ND,
467/19,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2019-07-01,2019-07-02,2019-07-03,ND,ND,ND,2480,ND,ND,ND,
468/19,St Austell Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,POLE,2019-07-01,2019-07-02,2019-07-03,ND,440,ND,440,ND,ND,ND,Additional flesh and water samples requested
469/19,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,POLE,2019-07-01,2019-07-02,2019-07-03,ND,ND,ND,960,ND,ND,ND,
470/19,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2019-07-01,2019-07-02,2019-07-03,ND,ND,ND,160,ND,ND,ND,
471/19,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2019-07-01,2019-07-02,2019-07-03,ND,40,ND,3480,ND,ND,40,
472/19,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2019-07-01,2019-07-02,2019-07-03,ND,ND,ND,1280,ND,ND,ND,
473/19,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2019-07-01,2019-07-02,2019-07-03,ND,ND,ND,240,ND,ND,400,
474/19,Poole,B54BL,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,POLE,2019-07-02,2019-07-03,2019-07-04,ND,ND,ND,3640,ND,ND,ND,
475/19,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2019-07-01,2019-07-03,2019-07-04,ND,ND,ND,ND,ND,ND,ND,
476/19,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,SURFACE,2019-07-02,2019-07-03,2019-07-04,ND,ND,ND,ND,ND,ND,ND,
477/19,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,SURFACE,2019-07-02,2019-07-03,2019-07-04,ND,ND,ND,ND,ND,ND,ND,
478/19,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,POLE,2019-07-02,2019-07-03,2019-07-04,ND,ND,ND,1240,ND,ND,ND,
479/19,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2019-07-02,2019-07-03,2019-07-04,ND,ND,ND,40500,ND,ND,ND,
480/19,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,POLE,2019-07-02,2019-07-03,2019-07-04,ND,40,ND,1920,ND,ND,ND,
481/19,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,POLE,2019-07-02,2019-07-03,2019-07-04,ND,ND,ND,9160,ND,ND,ND,
482/19,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2019-07-02,2019-07-03,2019-07-04,ND,ND,ND,ND,ND,ND,ND,
483/19,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2019-07-02,2019-07-03,2019-07-04,ND,ND,ND,ND,ND,ND,ND,
484/19,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2019-07-02,2019-07-03,2019-07-04,ND,ND,ND,ND,ND,ND,ND,
485/19,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2019-07-02,2019-07-03,2019-07-04,ND,ND,ND,80,ND,ND,ND,
486/19,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,SURFACE,2019-07-02,2019-07-03,2019-07-04,ND,ND,ND,ND,ND,ND,ND,
487/19,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2019-07-02,2019-07-03,2019-07-04,ND,ND,ND,34400,ND,ND,ND,
488/19,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2019-07-02,2019-07-03,2019-07-04,ND,ND,ND,4840,ND,ND,ND,
489/19,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2019-07-02,2019-07-03,2019-07-04,40,ND,ND,2440,ND,ND,ND,Additional flesh and water sample requested
490/19,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2019-07-01,2019-07-03,2019-07-04,ND,ND,ND,16040,ND,ND,ND,
491/19,Poole,B54CU,"Bournemouth, Poole and Christchurch Council",SZ09079041,Poole Coastal,POLE,2019-07-03,2019-07-04,2019-07-05,ND,ND,ND,1400,ND,ND,ND,
492/19,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,POLE,2019-07-03,2019-07-04,2019-07-05,ND,ND,40,ND,ND,ND,1194000,
493/19,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2019-07-03,2019-07-04,2019-07-05,ND,ND,ND,2120,ND,ND,ND,
494/19,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,POLE,2019-07-03,2019-07-04,2019-07-05,ND,ND,ND,80,ND,ND,ND,
495/19,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,POLE,2019-07-03,2019-07-04,2019-07-05,ND,ND,ND,ND,ND,ND,ND,
496/19,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2019-07-03,2019-07-04,2019-07-05,ND,ND,ND,ND,ND,ND,ND,
497/19,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,POLE,2019-07-03,2019-07-04,2019-07-05,ND,ND,ND,160,ND,ND,ND,
498/19,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2019-07-08,2019-07-09,2019-07-10,ND,120,ND,6720,ND,ND,ND,Additional flesh and water samples requested
499/19,St Austell Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,POLE,2019-07-08,2019-07-09,2019-07-10,ND,ND,ND,ND,ND,ND,ND,
500/19,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2019-07-08,2019-07-09,2019-07-10,ND,ND,ND,200,ND,ND,ND,
501/19,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,SURFACE,2019-07-07,2019-07-09,2019-07-10,ND,ND,ND,80,ND,ND,ND,
502/19,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,SURFACE,2019-07-08,2019-07-09,2019-07-10,ND,ND,ND,ND,ND,ND,ND,
503/19,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,SURFACE,2019-07-08,2019-07-09,2019-07-10,ND,ND,ND,ND,ND,ND,ND,
504/19,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,POLE,2019-07-09,2019-07-10,2019-07-11,ND,40,ND,ND,ND,ND,ND,
505/19,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,POLE,2019-07-09,2019-07-10,2019-07-11,ND,ND,ND,ND,ND,ND,ND,
506/19,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2019-07-09,2019-07-10,2019-07-11,ND,ND,ND,ND,ND,ND,80,
507/19,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2019-07-09,2019-07-10,2019-07-11,ND,ND,ND,2360,ND,ND,ND,
509/19,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,SURFACE,2019-07-10,2019-07-11,2019-07-12,ND,ND,ND,ND,ND,ND,ND,
510/19,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,SURFACE,2019-07-10,2019-07-11,2019-07-12,ND,ND,ND,5600,ND,ND,ND,
511/19,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2019-07-10,2019-07-11,2019-07-12,ND,ND,ND,ND,ND,ND,ND,
512/19,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2019-07-09,2019-07-11,2019-07-12,ND,ND,ND,ND,ND,ND,ND,
513/19,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2019-07-10,2019-07-11,2019-07-12,ND,ND,ND,5560,ND,ND,ND,
514/19,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2019-07-11,2019-07-12,2019-07-15,ND,ND,ND,320,ND,ND,ND,
515/19,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2019-07-11,2019-07-12,2019-07-15,ND,ND,ND,840,ND,ND,ND,
516/19,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2019-07-15,2019-07-16,2019-07-17,ND,80,ND,80,ND,ND,ND,
517/19,Poole,B54CU,"Bournemouth, Poole and Christchurch Council",SZ09079041,Poole Coastal,POLE,2019-07-15,2019-07-16,2019-07-17,ND,ND,ND,ND,ND,ND,ND,
518/19,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2019-07-15,2019-07-16,2019-07-17,ND,ND,ND,ND,ND,ND,ND,
519/19,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2019-07-15,2019-07-16,2019-07-17,ND,ND,ND,200,ND,ND,ND,
520/19,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2019-07-15,2019-07-16,2019-07-17,ND,40,ND,320,ND,ND,ND,
521/19,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2019-07-15,2019-07-16,2019-07-17,ND,ND,ND,17080,ND,ND,ND,
522/19,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2019-07-15,2019-07-16,2019-07-17,ND,40,ND,ND,ND,ND,ND,
523/19,The Wash,B003V,Boston BC,TF44234098,Toft,SURFACE,2019-07-16,2019-07-17,2019-07-18,ND,ND,ND,320,ND,ND,ND,
524/19,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2019-07-16,2019-07-17,2019-07-18,ND,80,ND,160,ND,ND,ND,
525/19,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2019-07-16,2019-07-17,2019-07-18,ND,ND,ND,ND,ND,ND,ND,
526/19,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,POLE,2019-07-16,2019-07-17,2019-07-18,ND,ND,ND,ND,ND,ND,ND,
527/19,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,POLE,2019-07-16,2019-07-17,2019-07-18,ND,ND,ND,80,ND,ND,ND,
528/19,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2019-07-16,2019-07-17,2019-07-18,ND,ND,ND,ND,ND,ND,ND,
529/19,St Austell Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,POLE,2019-07-16,2019-07-17,2019-07-18,ND,40,ND,200,ND,ND,ND,
530/19,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,POLE,2019-07-16,2019-07-17,2019-07-18,40,ND,ND,240,ND,ND,ND,Additional flesh and water requested 
531/19,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,POLE,2019-07-15,2019-07-17,2019-07-18,ND,ND,ND,ND,ND,ND,ND,
532/19,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,POLE,2019-07-16,2019-07-17,2019-07-18,ND,ND,ND,ND,ND,ND,ND,
533/19,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,SURFACE,2019-07-16,2019-07-17,2019-07-18,ND,ND,ND,1400,ND,ND,ND,
534/19,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2019-07-16,2019-07-17,2019-07-18,ND,ND,ND,ND,ND,ND,ND,
535/19,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2019-07-16,2019-07-17,2019-07-18,40,40,ND,120,ND,ND,ND,Additional flesh and water requested 
536/19,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2019-07-16,2019-07-17,2019-07-18,ND,ND,ND,ND,ND,ND,ND,
537/19,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2019-07-16,2019-07-17,2019-07-18,ND,ND,ND,160,ND,ND,ND,
538/19,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,POLE,2019-07-16,2019-07-17,2019-07-18,ND,ND,ND,ND,ND,ND,ND,
539/19,Poole,B54BL,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,POLE,2019-07-17,2019-07-18,2019-07-19,ND,ND,ND,ND,ND,ND,ND,
540/19,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2019-07-16,2019-07-18,2019-07-19,ND,ND,ND,ND,ND,ND,ND,
541/19,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2019-07-17,2019-07-18,2019-07-19,ND,ND,ND,760,ND,ND,ND,
542/19,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,POLE,2019-07-17,2019-07-18,2019-07-19,ND,ND,ND,80,ND,ND,ND,
543/19,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2019-07-17,2019-07-22,2019-07-23,ND,ND,ND,ND,ND,ND,ND,
544/19,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,POLE,2019-07-22,2019-07-23,2019-07-24,ND,ND,ND,200,ND,ND,ND,
545/19,St Austell Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,POLE,2019-07-22,2019-07-23,2019-07-24,ND,40,ND,ND,ND,ND,ND,
546/19,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,SURFACE,2019-07-22,2019-07-23,2019-07-24,ND,ND,ND,500,ND,ND,ND,
547/19,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2019-07-21,2019-07-23,2019-07-24,ND,ND,40,ND,ND,ND,ND,
548/19,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,POLE,2019-07-23,2019-07-24,2019-07-25,ND,ND,40,ND,ND,ND,ND,
549/19,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,POLE,2019-07-23,2019-07-24,2019-07-25,ND,ND,ND,ND,ND,ND,ND,
550/19,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2019-07-23,2019-07-24,2019-07-25,40,ND,ND,ND,ND,ND,ND,Additional flesh and water sample requested
551/19,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,POLE,2019-07-23,2019-07-24,2019-07-25,ND,ND,ND,400,ND,ND,ND,
552/19,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,POLE,2019-07-23,2019-07-24,2019-07-25,ND,ND,ND,900,ND,ND,ND,
553/19,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,POLE,2019-07-23,2019-07-24,2019-07-25,ND,ND,ND,ND,ND,ND,ND,
554/19,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2019-07-22,2019-07-24,2019-07-25,ND,ND,ND,5480,ND,ND,ND,
555/19,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2019-07-23,2019-07-24,2019-07-25,ND,ND,ND,ND,ND,ND,ND,
556/19,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,SURFACE,2019-07-24,2019-07-25,2019-07-26,ND,ND,ND,ND,ND,ND,ND,
557/19,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,SURFACE,2019-07-24,2019-07-25,2019-07-26,ND,ND,ND,3680,ND,ND,ND,
558/19,Swale,B076P,Swale BC,TR01316497,The Causeway,SURFACE,2019-07-24,2019-07-25,2019-07-26,ND,ND,ND,ND,ND,ND,ND,
559/19,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2019-07-24,2019-07-25,2019-07-26,ND,ND,ND,10700,ND,ND,ND,
560/19,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2019-07-24,2019-07-25,2019-07-26,ND,ND,ND,14600,ND,ND,ND,
561/19,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,SURFACE,2019-07-24,2019-07-29,2019-07-30,ND,ND,ND,500,ND,ND,ND,
562/19,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,POLE,2019-07-29,2019-07-30,2019-07-31,ND,ND,ND,ND,ND,ND,ND,
564/19,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2019-07-29,2019-07-30,2019-07-31,40,120,ND,ND,ND,ND,ND,Additional flesh & water samples requested
565/19,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,POLE,2019-07-29,2019-07-30,2019-07-31,ND,80,ND,ND,ND,ND,ND,
566/19,St Austell Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,POLE,2019-07-29,2019-07-30,2019-07-31,ND,120,ND,ND,ND,ND,ND,Additional flesh & water samples requested
567/19,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2019-07-29,2019-07-30,2019-07-31,ND,80,ND,ND,ND,ND,ND,
568/19,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2019-07-29,2019-07-30,2019-07-31,ND,ND,ND,ND,ND,ND,ND,
569/19,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,POLE,2019-07-30,2019-07-31,2019-08-01,ND,200,ND,ND,ND,ND,ND,Additional flesh and water sample requested 
570/19,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,SURFACE,2019-07-30,2019-07-31,2019-08-01,ND,ND,ND,80,ND,ND,40,
571/19,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2019-07-30,2019-07-31,2019-08-01,40,120,ND,360,ND,ND,ND,Additional flesh and water sample requested 
572/19,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2019-07-31,2019-08-01,2019-08-02,ND,ND,ND,ND,ND,ND,ND,
573/19,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2019-08-01,2019-08-02,2019-08-05,ND,100,ND,600,ND,ND,ND,Additional flesh and water sample requested 
574/19,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,POLE,2019-08-05,2019-08-06,2019-08-07,ND,ND,ND,4200,ND,ND,ND,
575/19,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2019-08-05,2019-08-06,2019-08-07,40,ND,ND,2760,ND,ND,ND,Additional flesh and water requested 
576/19,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2019-08-05,2019-08-06,2019-08-07,ND,300,ND,ND,ND,ND,ND,Additional flesh and water requested 
577/19,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,POLE,2019-08-05,2019-08-06,2019-08-07,ND,80,ND,ND,ND,ND,ND,
578/19,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,POLE,2019-08-05,2019-08-06,2019-08-07,ND,40,ND,2880,ND,ND,ND,
579/19,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2019-08-05,2019-08-06,2019-08-07,ND,ND,ND,2360,ND,ND,ND,
580/19,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,POLE,2019-08-05,2019-08-06,2019-08-07,ND,ND,ND,ND,ND,ND,ND,
581/19,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,SURFACE,2019-08-04,2019-08-06,2019-08-07,ND,40,ND,ND,ND,ND,ND,
582/19,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,SURFACE,2019-08-05,2019-08-06,2019-08-07,ND,ND,ND,ND,ND,ND,ND,
583/19,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,SURFACE,2019-08-05,2019-08-06,2019-08-07,ND,ND,ND,ND,ND,ND,ND,
584/19,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2019-08-05,2019-08-06,2019-08-07,ND,ND,ND,ND,ND,ND,ND,
585/19,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2019-08-05,2019-08-06,2019-08-07,ND,ND,ND,ND,ND,ND,ND,
586/19,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2019-08-05,2019-08-06,2019-08-07,ND,80,ND,ND,ND,ND,40,
587/19,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2019-08-05,2019-08-06,2019-08-07,ND,40,ND,80,ND,ND,ND,
588/19,Poole,B54CL,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,POLE,2019-08-06,2019-08-07,2019-08-08,ND,ND,ND,500,ND,ND,ND,
