SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,SampleCollectionMethod,DateSampleCollected,DateSampleArrivedAtLowestoft,DateOfAnalysisAndResultsReported,PSP-Alexandrium_spp.CellsL-1,DSP-DinophysiaceaeCellsL-1,DSP-ProrocentrumLimaCellsL-1,ASP-Pseudo-nitzschia_spp.CellsL-1,YessotoxinLingulodiniumPolyedrumCellsL-1,YessotoxinProtoceratiumReticulatumCellsL-1,VenerupinProrocentrumCordatumCellsL-1,ActionRequired
669-17,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,SURFACE,2017-08-22,2017-08-23,2017-08-24,ND,ND,ND,4160,ND,ND,ND,
670-17,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,SURFACE,2017-08-22,2017-08-23,2017-08-24,ND,ND,ND,4960,ND,ND,40,
671-17,Chichester Harbour,B018N,Havant BC,SU72990439,Northney Marina,POLE,2017-08-22,2017-08-23,2017-08-24,ND,ND,ND,ND,ND,ND,ND,
672-17,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2017-08-22,2017-08-23,2017-08-24,ND,ND,ND,960,ND,ND,ND,
673-17,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2017-08-21,2017-08-23,2017-08-24,ND,ND,ND,480,ND,ND,ND,
674-17,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,POLE,2017-08-22,2017-08-23,2017-08-24,ND,ND,40,ND,ND,ND,ND,
675-17,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,POLE,2017-08-22,2017-08-23,2017-08-24,ND,ND,ND,ND,ND,ND,ND,
676-17,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2017-08-22,2017-08-23,2017-08-24,ND,ND,ND,4200,ND,ND,ND,
677-17,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,POLE,2017-08-22,2017-08-23,2017-08-24,ND,ND,ND,ND,ND,ND,ND,
678-17,Lune,B066Y,Wyre BC,SD34504722,Sea Centre South,POLE,2017-08-21,2017-08-23,2017-08-24,ND,ND,ND,1800,ND,ND,ND,
680-17,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2017-08-22,2017-08-23,2017-08-24,ND,ND,ND,1240,ND,ND,ND,
681-17,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,POLE,2017-08-23,2017-08-24,2017-08-25,ND,ND,ND,1600,ND,ND,ND,
682-17,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,POLE,2017-08-23,2017-08-24,2017-08-25,ND,ND,ND,80,ND,ND,ND,
683-17,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2017-08-23,2017-08-24,2017-08-25,ND,40,ND,9680,ND,ND,120,
684-17,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2017-08-23,2017-08-24,2017-08-25,ND,ND,ND,2880,ND,ND,40,
685-17,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2017-08-23,2017-08-25,2017-08-29,ND,ND,ND,3800,ND,ND,ND,
686-17,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,POLE,2017-08-24,2017-08-25,2017-08-29,40,ND,ND,2440,ND,ND,ND,Additional flesh and water samples requested
687-17,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,POLE,2017-08-24,2017-08-29,2017-08-30,ND,ND,ND,400,ND,ND,ND,
688-17,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2017-08-29,2017-08-30,2017-08-31,ND,ND,ND,1480,ND,ND,40,
689-17,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,POLE,2017-08-29,2017-08-30,2017-08-31,ND,ND,ND,520,ND,ND,80,
690-17,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,PORTHALLOW COVE NORTH,SURFACE,2017-08-29,2017-08-30,2017-08-31,ND,ND,ND,360,ND,ND,ND,
691-17,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2017-08-29,2017-08-30,2017-08-31,ND,ND,ND,160,ND,ND,40,
692-17,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2017-08-29,2017-08-30,2017-08-31,ND,ND,ND,80,ND,ND,ND,
693-17,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,TUBE,2017-08-29,2017-08-30,2017-08-31,ND,ND,ND,10560,ND,ND,400,
694-17,Swale,B076P,Swale BC,TR01316497,The Causeway,SURFACE,2017-08-29,2017-08-30,2017-08-31,ND,40,ND,ND,ND,ND,ND,
695-17,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2017-08-29,2017-08-30,2017-08-31,ND,ND,ND,2200,ND,ND,ND,
696-17,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2017-08-29,2017-08-30,2017-08-31,ND,ND,ND,7920,ND,ND,80,
697-17,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,SURFACE,2017-08-30,2017-08-31,2017-09-01,ND,ND,ND,11720,ND,ND,720,
698-17,Three Rivers,UNKNOWN1,Carmarthenshire CC,SN39690647,Kidwelly Quay,SURFACE,2017-08-30,2017-08-31,2017-09-01,ND,ND,ND,ND,ND,ND,40,
699-17,Dee,B45AB,Flintshire CC,SJ17608040,Salisbury,POLE,2017-08-30,2017-08-31,2017-09-01,ND,ND,ND,4880,ND,ND,ND,
700-17,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2017-08-30,2017-08-31,2017-09-01,ND,ND,ND,560,ND,ND,ND,
701-17,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,POLE,2017-08-29,2017-08-31,2017-09-01,ND,ND,ND,12120,ND,ND,880,
702-17,Brixham,B082B,Torbay BC,SX90965741,Fishcombe Cove SW Corner,POLE,2017-08-30,2017-08-31,2017-09-01,ND,ND,ND,11000,ND,ND,160,
703-17,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,POLE,2017-08-31,2017-09-01,2017-09-04,ND,ND,ND,ND,ND,ND,ND,
705-17,The Wash,B003V,Boston BC,TF44234098,Toft,SURFACE,2017-09-04,2017-09-05,2017-09-06,ND,ND,ND,2720,ND,ND,ND,
706-17,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,SURFACE,2017-09-04,2017-09-05,2017-09-06,ND,ND,ND,4800,ND,ND,40,
707-17,Morecambe Bay - East,B047P,Lancaster CC,SD44196535,Bare Ayre East,POLE,2017-09-04,2017-09-05,2017-09-06,ND,ND,ND,200,ND,ND,ND,
708-17,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2017-09-04,2017-09-05,2017-09-06,ND,ND,ND,560,ND,ND,ND,
709-17,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2017-09-04,2017-09-05,2017-09-06,ND,40,ND,1560,ND,ND,ND,
710-17,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2017-09-04,2017-09-05,2017-09-06,ND,ND,ND,ND,ND,ND,ND,
711-17,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2017-09-04,2017-09-05,2017-09-06,ND,ND,ND,240,ND,ND,ND,
712-17,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,POLE,2017-09-04,2017-09-05,2017-09-06,ND,ND,ND,ND,ND,ND,ND,
713-17,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2017-09-05,2017-09-06,2017-09-07,ND,ND,ND,ND,ND,ND,ND,
714-17,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2017-09-05,2017-09-06,2017-09-07,ND,ND,ND,240,ND,ND,ND,
715-17,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2017-09-05,2017-09-06,2017-09-07,ND,ND,ND,ND,ND,ND,40,
716-17,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2017-09-05,2017-09-06,2017-09-07,ND,160,ND,ND,ND,ND,ND,Additional flesh and water samples requested
717-17,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,POLE,2017-09-05,2017-09-06,2017-09-07,ND,ND,ND,80,ND,ND,ND,
718-17,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,POLE,2017-09-04,2017-09-06,2017-09-07,ND,ND,ND,ND,ND,ND,40,
719-17,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2017-09-04,2017-09-06,2017-09-07,ND,ND,ND,5520,ND,ND,960,
720-17,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,POLE,2017-09-05,2017-09-06,2017-09-07,ND,ND,ND,11560,ND,ND,ND,
721-17,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2017-09-04,2017-09-06,2017-09-07,ND,ND,ND,160,ND,ND,ND,
722-17,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,SURFACE,2017-09-06,2017-09-07,2017-09-08,ND,ND,ND,ND,ND,ND,ND,
723-17,Burry Inlet,B038T,City and Council of Swansea,SS44409730,Whitford Point,SURFACE,2017-09-06,2017-09-07,2017-09-08,ND,ND,ND,ND,ND,ND,ND,
724-17,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2017-09-06,2017-09-07,2017-09-08,ND,ND,ND,480,ND,ND,ND,
725-17,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,SURFACE,2017-09-06,2017-09-07,2017-09-08,ND,ND,ND,120,ND,ND,ND,
726-17,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,SURFACE,2017-09-06,2017-09-07,2017-09-08,ND,ND,ND,160,ND,ND,ND,
727-17,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,SURFACE,2017-09-06,2017-09-07,2017-09-08,40,ND,ND,80,ND,ND,ND,Additional flesh and water samples requested
728-17,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,SURFACE,2017-09-06,2017-09-07,2017-09-08,ND,ND,ND,2440,ND,ND,ND,
729-17,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2017-09-06,2017-09-07,2017-09-08,ND,ND,ND,80,ND,ND,ND,
730-17,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2017-09-06,2017-09-07,2017-09-08,ND,ND,ND,ND,ND,ND,ND,
731-17,Blackwater,B14AD,Maldon DC,TM06910846,St Peters Flats,SURFACE,2017-09-06,2017-09-07,2017-09-08,ND,ND,ND,ND,ND,ND,ND,
732-17,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,POLE,2017-09-06,2017-09-07,2017-09-08,ND,ND,ND,360,ND,ND,ND,
733-17,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2017-09-06,2017-09-07,2017-09-08,ND,ND,ND,4400,ND,ND,ND,
734-17,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,POLE,2017-09-06,2017-09-07,2017-09-08,2100,ND,ND,200,ND,ND,200,Additional flesh and water samples requested
735-17,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,SURFACE,2017-09-06,2017-09-07,2017-09-08,ND,ND,ND,7240,ND,ND,440,
736-17,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,POLE,2017-09-07,2017-09-08,2017-09-11,ND,ND,ND,ND,ND,ND,ND,
737-17,Lune,B066Y,Wyre BC,SD34504722,Sea Centre South,POLE,2017-09-08,2017-09-11,2017-09-12,ND,ND,ND,800,200,ND,ND,
739-17,Chichester Harbour,B018N,Havant BC,SU72990439,Northney Marina,POLE,2017-09-11,2017-09-12,2017-09-13,ND,ND,ND,ND,ND,ND,ND,
740-17,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2017-09-12,2017-09-13,2017-09-14,ND,ND,ND,560,ND,ND,ND,
741-17,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,POLE,2017-09-12,2017-09-13,2017-09-14,ND,ND,ND,400,ND,ND,80,
742-17,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2017-09-12,2017-09-13,2017-09-14,ND,ND,ND,680,ND,ND,80,
743-17,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,POLE,2017-09-11,2017-09-13,2017-09-14,ND,ND,ND,ND,ND,ND,ND,
744-17,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,POLE,2017-09-11,2017-09-13,2017-09-14,ND,ND,ND,200,ND,ND,ND,
745-17,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,POLE,2017-09-12,2017-09-13,2017-09-14,ND,ND,ND,600,ND,ND,40,
746-17,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,TUBE,2017-09-12,2017-09-13,2017-09-14,ND,ND,ND,48040,ND,ND,880,
747-17,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,SURFACE,2017-09-13,2017-09-14,2017-09-15,ND,ND,ND,80,ND,ND,ND,
748-17,Dee,B45AB,Flintshire CC,SJ17608040,Salisbury,SURFACE,2017-09-13,2017-09-14,2017-09-15,ND,ND,ND,2200,ND,ND,40,
749-17,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,POLE,2017-09-13,2017-09-14,2017-09-15,ND,ND,ND,ND,ND,ND,ND,
750-17,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2017-09-13,2017-09-14,2017-09-15,ND,ND,ND,2800,ND,ND,120,
751-17,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2017-09-13,2017-09-14,2017-09-15,ND,ND,ND,4440,ND,ND,ND,
752-17,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,POLE,2017-09-12,2017-09-14,2017-09-15,ND,ND,ND,6800,ND,ND,ND,
753-17,Brixham,B082B,Torbay BC,SX90965741,Fishcombe Cove SW Corner,POLE,2017-09-13,2017-09-14,2017-09-15,ND,40,ND,5120,ND,ND,40,
754-17,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,TUBE,2017-09-18,2017-09-19,2017-09-20,ND,ND,ND,ND,ND,ND,ND,
756-17,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,POLE,2017-09-18,2017-09-19,2017-09-20,ND,ND,ND,4000,ND,ND,ND,
757-17,Morecambe Bay - East,B047P,Lancaster CC,SD44196535,Bare Ayre East,POLE,2017-09-18,2017-09-19,2017-09-20,ND,ND,ND,600,ND,ND,ND,
758-17,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2017-09-18,2017-09-19,2017-09-20,ND,ND,ND,ND,ND,ND,ND,
759-17,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2017-09-18,2017-09-19,2017-09-20,ND,ND,ND,ND,ND,ND,ND,
760-17,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2017-09-18,2017-09-19,2017-09-20,ND,40,ND,2280,ND,ND,200,
761-17,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2017-09-19,2017-09-20,2017-09-21,ND,ND,ND,960,ND,ND,ND,
762-17,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2017-09-19,2017-09-20,2017-09-21,ND,ND,ND,400,ND,ND,ND,
763-17,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,POLE,2017-09-19,2017-09-20,2017-09-21,ND,ND,ND,ND,ND,ND,ND,
764-17,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2017-09-20,2017-09-21,2017-09-22,ND,ND,ND,600,ND,ND,40,
765-17,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2017-09-20,2017-09-21,2017-09-22,ND,ND,ND,ND,ND,ND,ND,
766-17,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2017-09-20,2017-09-21,2017-09-22,ND,ND,ND,ND,ND,ND,ND,
767-17,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2017-09-20,2017-09-21,2017-09-22,ND,ND,ND,400,ND,ND,ND,
768-17,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2017-09-20,2017-09-21,2017-09-22,ND,ND,ND,ND,ND,ND,ND,
769-17,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2017-09-20,2017-09-21,2017-09-22,ND,ND,ND,400,ND,ND,ND,
770-17,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,POLE,2017-09-20,2017-09-21,2017-09-22,100,ND,ND,400,ND,ND,100,Additional flesh and water samples requested
771-17,Langstone Harbour,B019I,Portsmouth PHA,SU70940291,Stoke Common Lake,POLE,2017-09-20,2017-09-21,2017-09-22,ND,ND,ND,ND,ND,ND,ND,
772-17,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,POLE,2017-09-20,2017-09-21,2017-09-22,200,ND,ND,1200,ND,ND,600,Additional flesh and water samples requested
773-17,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,POLE,2017-09-20,2017-09-21,2017-09-22,ND,ND,ND,ND,ND,ND,ND,
774-17,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2017-09-19,2017-09-21,2017-09-22,ND,ND,ND,2640,ND,ND,240,
775-17,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,POLE,2017-09-19,2017-09-21,2017-09-22,ND,ND,ND,5000,ND,ND,160,
776-17,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,POLE,2017-09-21,2017-09-22,2017-09-25,ND,ND,ND,ND,ND,ND,ND,
777-17,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2017-09-21,2017-09-22,2017-09-25,ND,ND,ND,ND,ND,ND,ND,
778-17,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,POLE,2017-09-21,2017-09-22,2017-09-25,ND,ND,ND,ND,ND,ND,ND,
779-17,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2017-09-19,2017-09-22,2017-09-25,ND,ND,ND,ND,ND,ND,ND,
782-17,Chichester Harbour,B018N,Havant BC,SU72990439,Northney Marina,SURFACE,2017-09-25,2017-09-26,2017-09-27,ND,ND,ND,80,ND,ND,ND,
783-17,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2017-09-25,2017-09-26,2017-09-27,ND,ND,ND,22720,ND,ND,80,
784-17,Blackwater,B14AD,Maldon DC,TM06910846,St Peters Flats,SURFACE,2017-09-25,2017-09-26,2017-09-27,ND,ND,ND,80,ND,ND,ND,
785-17,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2017-09-24,2017-09-26,2017-09-27,ND,ND,ND,440,ND,ND,ND,
786-17,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,POLE,2017-09-25,2017-09-26,2017-09-27,ND,ND,ND,160,ND,ND,40,
787-17,Swale,B076P,Swale BC,TR01316497,The Causeway,SURFACE,2017-09-25,2017-09-26,2017-09-27,ND,40,ND,400,ND,ND,ND,
788-17,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,POLE,2017-09-26,2017-09-27,2017-09-28,ND,ND,ND,24160,ND,ND,80,
789-17,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,TUBE,2017-09-26,2017-09-28,2017-09-29,ND,ND,ND,240,ND,ND,ND,
790-17,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,POLE,2017-09-27,2017-09-28,2017-09-29,ND,ND,ND,2240,ND,ND,ND,
791-17,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,SURFACE,2017-09-27,2017-09-28,2017-09-29,ND,ND,ND,400,ND,ND,40,
792-17,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,SURFACE,2017-09-27,2017-09-28,2017-09-29,ND,ND,ND,80,ND,ND,40,
793-17,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,SURFACE,2017-09-27,2017-09-28,2017-09-29,ND,ND,ND,320,ND,ND,ND,
794-17,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,SURFACE,2017-09-26,2017-09-28,2017-09-29,ND,120,ND,320,ND,ND,ND,Additional flesh and water sample requested
795-17,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,SURFACE,2017-09-27,2017-09-28,2017-09-29,ND,ND,ND,ND,ND,ND,ND,
796-17,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2017-09-27,2017-09-28,2017-09-29,ND,ND,ND,160,ND,ND,ND,
797-17,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2017-09-27,2017-09-28,2017-09-29,ND,ND,ND,400,ND,ND,ND,
798-17,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2017-09-26,2017-09-28,2017-09-29,ND,ND,ND,720,ND,ND,ND,
799-17,Brixham,B082B,Torbay BC,SX90965741,Fishcombe Cove SW Corner,POLE,2017-09-27,2017-09-28,2017-09-29,ND,ND,ND,480,ND,ND,ND,
800-17,Lune,B066Y,Wyre BC,SD34504722,Sea Centre South,POLE,2017-09-27,2017-09-29,2017-10-02,ND,ND,ND,500,ND,ND,ND,
801-17,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,TUBE,2017-10-02,2017-10-03,2017-10-04,ND,ND,ND,ND,ND,ND,ND,
803-17,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2017-10-02,2017-10-03,2017-10-04,ND,ND,ND,ND,ND,ND,ND,
804-17,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2017-10-02,2017-10-03,2017-10-04,ND,ND,ND,ND,ND,ND,ND,
805-17,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2017-10-02,2017-10-03,2017-10-04,ND,ND,ND,2240,ND,ND,ND,
806-17,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2017-10-03,2017-10-04,2017-10-05,ND,ND,ND,360,ND,ND,40,
807-17,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,POLE,2017-10-03,2017-10-04,2017-10-05,ND,ND,ND,80,ND,ND,ND,
808-17,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2017-10-03,2017-10-04,2017-10-05,ND,ND,ND,1960,ND,ND,ND,
809-17,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,POLE,2017-10-03,2017-10-04,2017-10-05,ND,ND,ND,320,ND,ND,ND,
810-17,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2017-10-03,2017-10-04,2017-10-05,ND,ND,ND,ND,ND,ND,ND,
811-17,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,POLE,2017-10-03,2017-10-04,2017-10-05,ND,ND,ND,160,ND,ND,ND,
812-17,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,TUBE,2017-10-03,2017-10-04,2017-10-05,ND,ND,ND,560,ND,ND,1280,
813-17,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,POLE,2017-10-03,2017-10-04,2017-10-05,ND,ND,ND,ND,ND,ND,ND,
814-17,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,SURFACE,2017-10-04,2017-10-05,2017-10-06,ND,ND,ND,7000,ND,ND,400,
815-17,Three Rivers,UNKNOWN1,Carmarthenshire CC,SN39690647,Kidwelly Quay,SURFACE,2017-10-04,2017-10-05,2017-10-06,ND,ND,ND,13200,ND,ND,ND,
816-17,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,SURFACE,2017-10-04,2017-10-05,2017-10-06,ND,ND,ND,160,ND,ND,ND,
817-17,Burry Inlet,B038T,City and Council of Swansea,SS44409730,Whitford Point,SURFACE,2017-10-04,2017-10-05,2017-10-06,ND,ND,ND,ND,ND,ND,ND,
818-17,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,POLE,2017-10-04,2017-10-05,2017-10-06,ND,ND,ND,160,ND,ND,40,
819-17,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2017-10-04,2017-10-05,2017-10-06,ND,ND,ND,ND,ND,ND,ND,
820-17,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,POLE,2017-10-04,2017-10-05,2017-10-06,ND,ND,ND,ND,ND,ND,ND,
821-17,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,SURFACE,2017-10-04,2017-10-05,2017-10-06,ND,ND,ND,ND,ND,ND,ND,
822-17,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,POLE,2017-10-04,2017-10-06,2017-10-09,ND,ND,ND,ND,ND,ND,ND,
823-17,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2017-10-09,2017-10-10,2017-10-11,ND,ND,ND,1680,ND,ND,ND,
824-17,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,SURFACE,2017-10-09,2017-10-10,2017-10-11,ND,ND,ND,ND,ND,ND,ND,
825-17,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2017-10-09,2017-10-10,2017-10-11,80,ND,ND,ND,ND,ND,ND,Additional flesh and water samples requested
826-17,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2017-10-08,2017-10-10,2017-10-11,ND,ND,ND,ND,ND,ND,ND,
827-17,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,POLE,2017-10-10,2017-10-11,2017-10-12,ND,ND,ND,500,ND,ND,ND,
828-17,Blackwater,B14AD,Maldon DC,TM06910846,St Peters Flats,SURFACE,2017-10-10,2017-10-11,2017-10-12,ND,ND,ND,ND,ND,ND,ND,
829-17,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,POLE,2017-10-10,2017-10-11,2017-10-12,ND,ND,ND,4960,ND,ND,ND,
830-17,The Wash,B003V,Boston BC,TF44234098,Toft,SURFACE,2017-10-10,2017-10-12,2017-10-13,ND,ND,ND,920,ND,ND,ND,
831-17,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2017-10-11,2017-10-12,2017-10-13,ND,ND,ND,ND,ND,ND,ND,
832-17,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,SURFACE,2017-10-11,2017-10-12,2017-10-13,ND,ND,ND,ND,ND,ND,ND,
833-17,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,SURFACE,2017-10-11,2017-10-12,2017-10-13,ND,ND,ND,160,ND,ND,120,
834-17,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,SURFACE,2017-10-11,2017-10-12,2017-10-13,ND,ND,ND,80,ND,ND,ND,
835-17,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,SURFACE,2017-10-11,2017-10-12,2017-10-13,ND,ND,ND,120,ND,ND,40,
836-17,Dee,B45AB,Flintshire CC,SJ17608040,Salisbury,POLE,2017-10-10,2017-10-12,2017-10-13,ND,ND,ND,700,ND,ND,ND,
