SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,SampleCollectionMethod,DateSampleCollected,DateSampleArrivedAtLowestoft,DateOfAnalysisAndResultsReported,PSP-Alexandrium_spp.CellsL-1,DSP-DinophysiaceaeCellsL-1,DSP-ProrocentrumLimaCellsL-1,ASP-Pseudo-nitzschia_spp.CellsL-1,YessotoxinLingulodiniumPolyedrumCellsL-1,YessotoxinProtoceratiumReticulatumCellsL-1,VenerupinProrocentrumCordatumCellsL-1,ActionRequired
168-17,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,Pole,2017-04-03,2017-04-05,2017-04-06,ND,ND,ND,10400,ND,ND,ND,
169-17,Fal ,B33AN,Cornwall PHA,SW81963551,Mylor Creek,Surface,2017-04-04,2017-04-05,2017-04-06,ND,ND,ND,1000,ND,ND,100,
170-17,Fal ,B033Y ,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,Surface,2017-04-04,2017-04-05,2017-04-06,ND,ND,ND,320,ND,ND,40,
171-17,Fal ,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,Surface,2017-04-04,2017-04-05,2017-04-06,ND,ND,ND,700,ND,ND,ND,
172-17,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,Pole,2017-04-03,2017-04-05,2017-04-06,ND,ND,ND,8800,ND,ND,ND,
173-17,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,Pole,2017-04-03,2017-04-05,2017-04-06,ND,ND,ND,3880,ND,ND,ND,
174-17,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,Surface,2017-04-04,2017-04-05,2017-04-06,ND,ND,ND,ND,ND,ND,ND,
175-17,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,Pole,2017-04-04,2017-04-05,2017-04-06,ND,40,ND,80,ND,ND,ND,
176-17,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,Pole,2017-04-04,2017-04-05,2017-04-06,ND,ND,ND,ND,ND,ND,ND,
177-17,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,Pole,2017-04-04,2017-04-05,2017-04-06,ND,ND,ND,1040,ND,ND,ND,
178-17,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,Pole,2017-04-04,2017-04-05,2017-04-06,ND,ND,ND,4600,ND,ND,ND,
179-17,Langstone Harbour ,B019I,Portsmouth PHA,SU70940291,Stoke Common Lake,Pole,2017-04-05,2017-04-06,2017-04-07,ND,ND,ND,1080,ND,ND,ND,
180-17,Portsmouth Harbour,B020I,Portsmouth PHA,SU65040457,Tipner Bridge,Pole,2017-04-05,2017-04-06,2017-04-07,ND,ND,ND,1360,ND,ND,ND,
181-17,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,Pole,2017-04-05,2017-04-06,2017-04-07,ND,ND,ND,2100,ND,ND,ND,
182-17,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,Pole,2017-04-05,2017-04-06,2017-04-07,ND,ND,ND,1000,ND,ND,ND,
183-17,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,Tube,2017-04-04,2017-04-06,2017-04-07,ND,ND,ND,1720,ND,ND,ND,
185-17,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,Tube,2017-04-06,2017-04-07,2017-04-10,ND,ND,ND,ND,ND,ND,ND,
186-17,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,Pole,2017-04-06,2017-04-07,2017-04-10,ND,ND,ND,1680,ND,ND,ND,
187-17,Fowey,B70AA,Cornwall PHA,SX12595313,Wisemans,Pole,2017-04-06,2017-04-07,2017-04-10,ND,ND,ND,1280,ND,ND,ND,
188-17,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,Pole,2017-04-06,2017-04-07,2017-04-10,ND,ND,ND,6880,ND,ND,40,
189-17,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,Pole,2017-04-06,2017-04-07,2017-04-10,ND,ND,ND,3320,ND,ND,ND,
190-17,Blackwater,B14AD,Maldon DC,TM06910846,St Peters Flats ,Surface,2017-04-06,2017-04-07,2017-04-10,ND,ND,ND,560,ND,ND,ND,
191-17,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,Pole,2017-04-06,2017-04-07,2017-04-10,ND,ND,ND,360,ND,ND,ND,
192-17,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,Pole,2017-04-06,2017-04-07,2017-04-10,ND,ND,ND,1520,ND,ND,ND,
193-17,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,Pole,2017-04-06,2017-04-07,2017-04-10,ND,ND,ND,2280,ND,ND,ND,
194-17,Lune,B066Y,Wyre BC,SD34504722,Sea Centre South,Pole,2017-04-07,2017-04-10,2017-04-11,ND,ND,ND,600,ND,ND,ND,
196-17,The Wash,B003V,Boston BC,TF44234098,Toft,Surface,2017-04-10,2017-04-11,2017-04-12,ND,ND,ND,2000,ND,ND,ND,
197-17,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,Tube,2017-04-10,2017-04-11,2017-04-12,ND,ND,ND,1200,ND,ND,ND,
198-17,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,Tube,2017-04-10,2017-04-11,2017-04-12,ND,ND,ND,7400,ND,ND,ND,
199-17,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4 ,Surface,2017-04-10,2017-04-11,2017-04-12,ND,ND,ND,ND,ND,ND,ND,
200-17,Burry Inlet,B038T,City and Council of Swansea,SS44409730,Whitford Point ,Surface,2017-04-10,2017-04-11,2017-04-12,ND,ND,ND,ND,ND,ND,ND,
202-17,Roach,B73AF,London PHA,TQ94909207,Paglesham,Surface,2017-04-10,2017-04-11,2017-04-12,ND,ND,ND,ND,ND,ND,ND,
203-17,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier ,Surface,2017-04-10,2017-04-11,2017-04-12,ND,ND,ND,7100,ND,ND,ND,
204-17,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,Pole,2017-04-10,2017-04-11,2017-04-12,ND,ND,ND,ND,ND,ND,ND,
205-17,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,Surface,2017-04-10,2017-04-11,2017-04-12,ND,ND,ND,17000,ND,ND,ND,
206-17,Langstone Harbour ,B019I,Portsmouth PHA,SU70940291,Stoke Common Lake,Pole,2017-04-10,2017-04-11,2017-04-12,ND,ND,ND,1400,ND,ND,ND,
207-17,Brixham ,B082B,Torbay BC,SX90965741,Fishcombe Cove SW Corner,Pole,2017-04-10,2017-04-11,2017-04-12,40,ND,ND,19080,ND,ND,ND,Additional flesh and water sample has been requested
208-17,Chichester Harbour,B018P,Chichester DC,SU77760479,Hambrook,Pole,2017-04-11,2017-04-12,2017-04-13,ND,ND,ND,640,ND,ND,ND,
209-17,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,Pole,2017-04-11,2017-04-12,2017-04-13,ND,ND,ND,240,ND,ND,40,
210-17,Portsmouth Harbour,B020I,Portsmouth PHA,SU65040457,Tipner Bridge,Pole,2017-04-11,2017-04-12,2017-04-13,ND,ND,ND,1600,ND,ND,ND,
211-17,Dart,B028B,South Hams DC,SX87415599,Waddeton,Pole,2017-04-11,2017-04-12,2017-04-13,ND,ND,ND,3400,ND,ND,ND,
212-17,Salcombe ,B029D,South Hams DC,SX75554148,Geese Quarries,Pole,2017-04-11,2017-04-12,2017-04-13,100,ND,ND,ND,ND,ND,ND,Additional flesh and water sample has been requested
213-17,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,Surface,2017-04-11,2017-04-12,2017-04-13,ND,ND,ND,4320,ND,ND,ND,
214-17,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,Pole,2017-04-10,2017-04-12,2017-04-13,ND,ND,ND,ND,ND,ND,ND,
216-17,Fal ,B33AN,Cornwall PHA,SW81963551,Mylor Creek,Surface,2017-04-18,2017-04-19,2017-04-20,ND,ND,ND,11760,ND,ND,ND,
217-17,Fal ,B033Y ,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,Surface,2017-04-18,2017-04-19,2017-04-20,ND,ND,ND,4120,ND,ND,ND,
218-17,Fal ,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,Surface,2017-04-18,2017-04-19,2017-04-20,ND,ND,ND,3440,ND,ND,ND,
219-17,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,Surface,2017-04-17,2017-04-19,2017-04-20,ND,ND,ND,2560,ND,ND,ND,
220-17,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,Surface,2017-04-17,2017-04-19,2017-04-20,ND,ND,ND,2000,ND,ND,ND,
221-17,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,Surface,2017-04-18,2017-04-19,2017-04-20,ND,ND,ND,ND,ND,ND,ND,
223-17,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,Pole,2017-04-18,2017-04-19,2017-04-20,ND,ND,ND,ND,ND,ND,ND,
224-17,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,Pole,2017-04-18,2017-04-19,2017-04-20,ND,ND,ND,ND,ND,ND,ND,
225-17,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,Pole,2017-04-18,2017-04-19,2017-04-20,ND,ND,ND,ND,ND,ND,ND,
227-17,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,Tube,2017-04-18,2017-04-19,2017-04-20,ND,ND,ND,320,ND,ND,ND,
228-17,Brixham ,B082B,Torbay BC,SX90965741,Fishcombe Cove SW Corner,Pole,2017-04-18,2017-04-19,2017-04-20,ND,ND,ND,94200,ND,ND,120,
229-17,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,Pole,2017-04-18,2017-04-19,2017-04-20,ND,ND,ND,14600,ND,ND,ND,
230-17,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,Pole,2017-04-18,2017-04-20,2017-04-21,ND,ND,ND,10360,ND,ND,40,
231-17,Fowey,B70AA,Cornwall PHA,SX12595313,Wisemans,Pole,2017-04-18,2017-04-20,2017-04-21,ND,ND,ND,6440,ND,ND,ND,
232-17,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,Pole,2017-04-18,2017-04-20,2017-04-21,ND,ND,ND,4880,ND,ND,ND,
233-17,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,Pole,2017-04-18,2017-04-20,2017-04-21,ND,ND,ND,20840,ND,ND,ND,
234-17,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,Pole,2017-04-19,2017-04-20,2017-04-21,ND,ND,ND,840,ND,ND,ND,
235-17,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,Pole,2017-04-19,2017-04-20,2017-04-21,ND,ND,ND,ND,ND,ND,ND,
236-17,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,Pole,2017-04-19,2017-04-20,2017-04-21,ND,ND,ND,124520,ND,ND,ND,
237-17,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,Pole,2017-04-19,2017-04-20,2017-04-21,ND,ND,ND,24840,ND,ND,ND,
238-17,Blackwater,B14AD,Maldon DC,TM06910846,St Peters Flats ,Surface,2017-04-20,2017-04-21,2017-04-24,ND,ND,ND,160,ND,ND,ND,
239-17,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,Tube,2017-04-19,2017-04-21,2017-04-24,ND,ND,ND,74320,ND,ND,ND,
240-17,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,Pole,2017-04-20,2017-04-21,2017-04-24,ND,ND,ND,2400,ND,ND,ND,
241-17,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,Surface,2017-04-24,2017-04-25,2017-04-26,ND,ND,ND,ND,ND,ND,ND,
242-17,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,Surface,2017-04-24,2017-04-25,2017-04-26,ND,ND,ND,560,ND,ND,ND,
243-17,Dart,B028B,South Hams DC,SX87415599,Waddeton,Pole,2017-04-24,2017-04-25,2017-04-26,ND,ND,ND,169480,ND,ND,ND,Additional flesh and water samples requested
244-17,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,Pole,2017-04-24,2017-04-25,2017-04-26,ND,ND,ND,ND,ND,ND,ND,
245-17,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,Pole,2017-04-24,2017-04-25,2017-04-26,ND,ND,ND,54760,ND,ND,ND,
246-17,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,Tube,2017-04-25,2017-04-26,2017-04-27,ND,ND,ND,ND,ND,ND,ND,
247-17,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,Pole,2017-04-25,2017-04-26,2017-04-27,ND,ND,ND,680,ND,ND,ND,
249-17,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,Surface,2017-04-25,2017-04-26,2017-04-27,ND,ND,ND,240,ND,ND,ND,
250-17,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,Surface,2017-04-25,2017-04-26,2017-04-27,ND,ND,ND,ND,ND,ND,ND,
251-17,Roach,B73AF,London PHA,TQ94909207,Paglesham,Surface,2017-04-25,2017-04-26,2017-04-27,ND,ND,ND,ND,ND,ND,ND,
252-17,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,Surface,2017-04-25,2017-04-26,2017-04-27,ND,ND,ND,ND,ND,ND,ND,
253-17,Salcombe ,B029D,South Hams DC,SX75554148,Geese Quarries,Pole,2017-04-25,2017-04-26,2017-04-27,80,ND,ND,960,ND,ND,ND,Additional flesh and water samples requested
254-17,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,Pole,2017-04-24,2017-04-26,2017-04-27,ND,ND,ND,ND,ND,ND,ND,
255-17,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,Pole,2017-04-26,2017-04-27,2017-04-28,ND,ND,ND,92440,ND,ND,ND,
256-17,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,Pole,2017-04-26,2017-04-27,2017-04-28,ND,ND,ND,24400,ND,ND,ND,
257-17,Morecambe Bay - East ,B047P,Lancaster CC,SD44196535,Bare Ayre East,Pole,2017-04-26,2017-04-27,2017-04-28,ND,ND,ND,7640,ND,ND,ND,
258-17,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,Pole,2017-04-26,2017-04-27,2017-04-28,ND,ND,ND,ND,ND,ND,ND,
259-17,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,Pole,2017-04-26,2017-04-27,2017-04-28,ND,ND,ND,2200,ND,ND,ND,
260-17,Lune,B066Y,Wyre BC,SD34504722,Sea Centre South,Pole,2017-04-25,2017-04-27,2017-04-28,ND,ND,ND,25700,ND,ND,ND,
262-17,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,Pole,2017-04-27,2017-04-28,2017-05-02,ND,ND,ND,900,ND,ND,ND,
263-17,Swale,B076P,Swale BC,TR01316497,The Causeway,Surface,2017-04-27,2017-04-28,2017-05-02,ND,ND,ND,1560,ND,ND,ND,
264-17,Fal ,B33AN,Cornwall PHA,SW81963551,Mylor Creek,Surface,2017-05-02,2017-05-03,2017-05-04,ND,ND,ND,200,ND,ND,ND,
265-17,Fal ,B033Y ,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,Surface,2017-05-02,2017-05-03,2017-05-04,ND,ND,ND,160,ND,ND,ND,
266-17,Fal ,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,Surface,2017-05-02,2017-05-03,2017-05-04,ND,ND,ND,160,ND,ND,40,
267-17,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,Pole,2017-05-02,2017-05-03,2017-05-04,ND,ND,ND,ND,ND,ND,ND,
268-17,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,Tube,2017-05-03,2017-05-04,2017-05-05,ND,ND,ND,15600,ND,ND,ND,
269-17,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,Surface,2017-05-02,2017-05-04,2017-05-05,ND,ND,ND,5840,ND,ND,ND,
270-17,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,Surface,2017-05-02,2017-05-04,2017-05-05,ND,ND,ND,1440,ND,ND,ND,
271-17,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,Surface,2017-05-03,2017-05-04,2017-05-05,ND,ND,ND,3500,ND,ND,ND,
272-17,Blackwater,B14AD,Maldon DC,TM06910846,St Peters Flats ,Surface,2017-05-03,2017-05-04,2017-05-05,ND,ND,ND,320,ND,ND,ND,
273-17,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,Pole,2017-05-03,2017-05-04,2017-05-05,ND,ND,ND,ND,ND,ND,ND,
274-17,Dart,B028B,South Hams DC,SX87415599,Waddeton,Pole,2017-05-03,2017-05-04,2017-05-05,ND,ND,ND,3080,ND,ND,ND,
275-17,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,Pole,2017-05-03,2017-05-04,2017-05-05,ND,ND,ND,800,ND,ND,ND,
276-17,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,Tube,2017-05-03,2017-05-04,2017-05-05,40,ND,ND,19760,ND,ND,280,Additional flesh and water samples requested
277-17,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,Tube,2017-05-02,2017-05-04,2017-05-05,ND,ND,ND,4280,ND,ND,80,
278-17,Brixham ,B082B,Torbay BC,SX90965741,Fishcombe Cove SW Corner,Pole,2017-05-03,2017-05-04,2017-05-05,40,ND,ND,3400,ND,ND,ND,Additional flesh and water samples requested
279-17,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,Pole,2017-05-03,2017-05-04,2017-05-05,ND,ND,ND,16400,ND,ND,ND,
280-17,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,Pole,2017-05-03,2017-05-04,2017-05-05,ND,ND,40,1880,ND,ND,ND,
281-17,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,Pole,2017-05-04,2017-05-05,2017-05-08,ND,ND,ND,1320,ND,ND,ND,
282-17,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,Pole,2017-05-04,2017-05-05,2017-05-08,ND,ND,ND,400,ND,ND,ND,
283-17,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,Pole,2017-05-04,2017-05-05,2017-05-08,ND,ND,ND,1320,ND,ND,ND,
284-17,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,Tube,2017-05-08,2017-05-09,2017-05-10,ND,ND,ND,ND,ND,ND,ND,
285-17,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,Tube,2017-05-08,2017-05-09,2017-05-10,ND,ND,ND,ND,ND,ND,ND,
287-17,Morecambe Bay - East ,B047P,Lancaster CC,SD44196535,Bare Ayre East,Pole,2017-05-08,2017-05-09,2017-05-10,ND,ND,ND,30880,ND,ND,ND,
288-17,Roach,B73AF,London PHA,TQ94909207,Paglesham,Surface,2017-05-08,2017-05-09,2017-05-10,ND,ND,ND,ND,ND,ND,ND,
289-17,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,Surface,2017-05-08,2017-05-09,2017-05-10,ND,40,ND,280,ND,ND,ND,
290-17,Langstone Harbour ,B019I,Portsmouth PHA,SU70940291,Stoke Common Lake,Pole,2017-05-08,2017-05-09,2017-05-10,ND,ND,ND,40880,ND,ND,ND,
291-17,Dart,B028B,South Hams DC,SX87415599,Waddeton,Pole,2017-05-08,2017-05-09,2017-05-10,ND,ND,ND,480,ND,ND,ND,
292-17,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,Surface,2017-05-08,2017-05-09,2017-05-10,ND,40,ND,880,ND,ND,40,
293-17,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,Pole,2017-05-08,2017-05-09,2017-05-10,ND,ND,ND,160,ND,ND,ND,
294-17,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,Surface,2017-05-09,2017-05-10,2017-05-11,ND,ND,ND,960,ND,ND,ND,
295-17,Portsmouth Harbour,B020I,Portsmouth PHA,SU65040457,Tipner Bridge,Pole,2017-05-09,2017-05-10,2017-05-11,ND,ND,ND,56520,ND,ND,ND,
296-17,Salcombe ,B029D,South Hams DC,SX75554148,Geese Quarries,Pole,2017-05-09,2017-05-10,2017-05-11,100,ND,ND,ND,ND,ND,ND,Additional flesh and water samples requested
297-17,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,Tube,2017-05-09,2017-05-10,2017-05-11,240,ND,ND,70240,ND,ND,80,Additional flesh and water samples requested
298-17,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,Pole,2017-05-08,2017-05-10,2017-05-11,ND,ND,ND,1500,ND,ND,ND,
299-17,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4 ,Surface,2017-05-10,2017-05-11,2017-05-12,ND,ND,ND,10840,ND,ND,ND,
300-17,The Thames,B16CM,London PHA,TR06779599,Crouch Approach,Surface,2017-05-10,2017-05-11,2017-05-12,ND,ND,ND,ND,ND,ND,ND,
301-17,The Thames,B16CN,London PHA,TR00508769,East of Havengore Creek,Surface,2017-05-10,2017-05-11,2017-05-12,ND,ND,ND,ND,ND,ND,ND,
302-17,The Thames,B16BR,London PHA,TQ93798271,Phoenix,Surface,2017-05-10,2017-05-11,2017-05-12,ND,ND,ND,ND,ND,ND,ND,
303-17,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,Pole,2017-05-10,2017-05-11,2017-05-12,ND,ND,ND,800,ND,ND,40,
304-17,Brixham ,B082B,Torbay BC,SX90965741,Fishcombe Cove SW Corner,Pole,2017-05-10,2017-05-11,2017-05-12,ND,ND,ND,ND,ND,ND,ND,
305-17,Lune,B066Y,Wyre BC,SD34504722,Sea Centre South,Pole,2017-05-10,2017-05-12,2017-05-15,ND,ND,ND,16880,ND,ND,ND,
307-17,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,Pole,2017-05-15,2017-05-16,2017-05-17,ND,ND,ND,18040,ND,ND,ND,
308-17,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,Pole,2017-05-15,2017-05-16,2017-05-17,ND,ND,ND,ND,ND,ND,ND,
309-17,Langstone Harbour ,B019I,Portsmouth PHA,SU70940291,Stoke Common Lake,Pole,2017-05-15,2017-05-16,2017-05-17,ND,ND,ND,29000,ND,ND,ND,
310-17,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,Pole,2017-05-15,2017-05-16,2017-05-17,ND,ND,ND,42640,ND,ND,ND,
311-17,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,Pole,2017-05-15,2017-05-16,2017-05-17,ND,ND,ND,4000,ND,ND,ND,
312-17,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,Pole,2017-05-15,2017-05-16,2017-05-17,ND,ND,ND,ND,ND,ND,ND,
313-17,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,Tube,2017-05-15,2017-05-16,2017-05-17,ND,ND,ND,25360,ND,ND,ND,
314-17,Fal ,B33AN,Cornwall PHA,SW81963551,Mylor Creek,Surface,2017-05-16,2017-05-17,2017-05-18,ND,ND,ND,280,ND,ND,80,
315-17,Fal ,B033Y ,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,Surface,2017-05-16,2017-05-17,2017-05-18,ND,ND,ND,ND,ND,ND,40,
316-17,Fal ,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,Surface,2017-05-16,2017-05-17,2017-05-18,ND,40,ND,160,ND,ND,ND,
317-17,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,Surface,2017-05-16,2017-05-17,2017-05-18,ND,ND,ND,160,ND,ND,ND,
318-17,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,Surface,2017-05-16,2017-05-17,2017-05-18,ND,ND,ND,80,ND,ND,ND,
319-17,Portsmouth Harbour,B020I,Portsmouth PHA,SU65040457,Tipner Bridge,Pole,2017-05-16,2017-05-17,2017-05-18,ND,ND,ND,27800,ND,ND,ND,
320-17,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,Pole,2017-05-16,2017-05-17,2017-05-18,ND,ND,ND,160,ND,ND,ND,
321-17,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,Pole,2017-05-16,2017-05-17,2017-05-18,ND,ND,ND,ND,ND,ND,ND,
322-17,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,Pole,2017-05-16,2017-05-17,2017-05-18,ND,ND,ND,ND,ND,ND,ND,
323-17,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,Pole,2017-05-16,2017-05-17,2017-05-18,ND,ND,ND,73360,ND,ND,ND,
324-17,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,Tube,2017-05-17,2017-05-18,2017-05-19,ND,ND,ND,94800,ND,ND,ND,
325-17,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,Surface,2017-05-16,2017-05-18,2017-05-19,ND,ND,ND,222000,ND,ND,40,Additional flesh and water samples requested
326-17,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,Pole,2017-05-17,2017-05-18,2017-05-19,ND,ND,ND,600,ND,ND,ND,
327-17,Fowey,B70AA,Cornwall PHA,SX12595313,Wisemans,Pole,2017-05-17,2017-05-18,2017-05-19,ND,ND,ND,80,ND,ND,ND,
328-17,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,Pole,2017-05-17,2017-05-18,2017-05-19,ND,120,ND,1160,ND,ND,ND,Additional flesh and water samples requested
329-17,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,Pole,2017-05-17,2017-05-18,2017-05-19,ND,120,ND,480,ND,ND,40,Additional flesh and water samples requested
330-17,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,Pole,2017-05-16,2017-05-18,2017-05-19,ND,ND,ND,ND,ND,ND,ND,
331-17,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,Pole,2017-05-16,2017-05-18,2017-05-19,ND,ND,ND,200,ND,ND,ND,
332-17,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,Pole,2017-05-17,2017-05-18,2017-05-19,ND,ND,ND,280,ND,ND,ND,
333-17,Swale,B076P,Swale BC,TR01316497,The Causeway,Surface,2017-05-17,2017-05-18,2017-05-19,ND,ND,ND,320,ND,ND,ND,
334-17,Brixham ,B082B,Torbay BC,SX90965741,Fishcombe Cove SW Corner,Pole,2017-05-17,2017-05-18,2017-05-19,ND,ND,ND,ND,ND,ND,ND,
335-17,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,Pole,2017-05-17,2017-05-18,2017-05-19,40,ND,40,80,ND,ND,ND,Additional flesh and water samples requested
336-17,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,Tube,2017-05-17,2017-05-19,2017-05-22,ND,ND,ND,1160,ND,ND,ND,
337-17,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,Tube,2017-05-22,2017-05-23,2017-05-24,ND,ND,ND,400,ND,ND,ND,
